"id_compra","fecha_compra","orden_compra","factura_distribuidor","lote_compra","codigo_distribuidor","codigo_producto","cantidad_cajas","unidades_por_caja","cantidad_unidades","precio_lista_unitario","descuento_distribuidor","valor_descuento","costo_unitario_neto","total_compra_neto","codigo_sucursal_entrega","estado_compra","condicion_pago","observacion"
765,"2026-04-27","OC-2026-0265","F-D003-202604-4135","L202604-616-0265","D006","P002",46,50,2300,"1800.00","15.00","270.00","1530.00","3519000.00","VALLE","Pendiente","60 días crédito",NULL
766,"2026-03-01","OC-2026-0266","F-D002-202603-4941","L202603-915-0266","D001","P011",4,20,80,"2100.00","10.00","210.00","1890.00","151200.00","NORTE","Recibido","30 días crédito","Entrega coordinada fuera de horario regular"
767,"2026-10-10","OC-2026-0267","F-D003-202610-4161","L202610-852-0267","D001","P013",14,24,336,"2000.00","11.00","220.00","1780.00","598080.00","CENTRO","Recibido","30 días crédito",NULL
768,"2026-06-13","OC-2026-0268","F-D007-202606-7507","L202606-773-0268","D007","P008",10,10,100,"650.00","8.00","52.00","598.00","59800.00","NORTE","Recibido","15 días crédito",NULL
769,"2026-01-24","OC-2026-0269","F-D007-202601-8233","L202601-726-0269","D003","P017",16,60,960,"1800.00","6.00","108.00","1692.00","1624320.00","CENTRO","Recibido","Contado contra entrega",NULL
770,"2026-01-13","OC-2026-0270","F-D003-202601-6180","L202601-754-0270","D005","P003",30,24,720,"1200.00","8.00","96.00","1104.00","794880.00","CENTRO","Recibido","30 días crédito",NULL
771,"2026-07-22","OC-2026-0271","F-D008-202607-5603","L202607-154-0271","D005","P003",1,50,50,"1200.00","11.00","132.00","1068.00","53400.00","NORTE","Recibido","30 días crédito",NULL
772,"2026-10-15","OC-2026-0272","F-D004-202610-1426","L202610-797-0272","D003","P010",36,50,1800,"2100.00","7.00","147.00","1953.00","3515400.00","CENTRO","Recibido","Contado contra entrega",NULL
773,"2026-03-22","OC-2026-0273","F-D005-202603-4190","L202603-532-0273","D007","P018",7,30,210,"800.00","7.00","56.00","744.00","156240.00","CENTRO","Recibido","15 días crédito",NULL
774,"2026-07-19","OC-2026-0274","F-D008-202607-1676","L202607-621-0274","D006","P007",52,60,3120,"2800.00","13.00","364.00","2436.00","7600320.00","NORTE","Recibido","60 días crédito",NULL
775,"2026-07-22","OC-2026-0275","F-D003-202607-2128","L202607-873-0275","D005","P011",28,30,840,"2100.00","10.00","210.00","1890.00","1587600.00","NORTE","Recibido","30 días crédito",NULL
776,"2026-01-16","OC-2026-0276","F-D004-202601-8586","L202601-479-0276","D008","P003",43,24,1032,"1200.00","10.00","120.00","1080.00","1114560.00","CENTRO","Recibido","30 días crédito","Descuento por volumen"
777,"2026-06-17","OC-2026-0277","F-D002-202606-8236","L202606-928-0277","D008","P001",59,10,590,"2500.00","14.00","350.00","2150.00","1268500.00","VALLE","Recibido","30 días crédito",NULL
778,"2026-02-13","OC-2026-0278","F-D008-202602-5320","L202602-110-0278","D006","P017",43,24,1032,"1800.00","16.00","288.00","1512.00","1560384.00","VALLE","Recibido","60 días crédito",NULL
779,"2026-08-23","OC-2026-0279","F-D007-202608-0299","L202608-337-0279","D006","P016",57,24,1368,"4000.00","14.00","560.00","3440.00","4705920.00","SUR","Recibido","60 días crédito","Entrega coordinada fuera de horario regular"
780,"2026-07-10","OC-2026-0280","F-D002-202607-6682","L202607-009-0280","D007","P003",50,24,1200,"1200.00","8.00","96.00","1104.00","1324800.00","VALLE","Recibido","15 días crédito",NULL
781,"2026-11-25","OC-2026-0281","F-D005-202611-2421","L202611-441-0281","D001","P013",41,50,2050,"2000.00","9.00","180.00","1820.00","3731000.00","NORTE","Recibido","30 días crédito",NULL
782,"2026-08-15","OC-2026-0282","F-D001-202608-8022","L202608-910-0282","D002","P005",24,20,480,"1100.00","8.00","88.00","1012.00","485760.00","NORTE","Recibido","15 días crédito",NULL
783,"2026-07-25","OC-2026-0283","F-D001-202607-1323","L202607-352-0283","D004","P001",51,50,2550,"2500.00","12.00","300.00","2200.00","5610000.00","SUR","Pendiente","45 días crédito",NULL
784,"2026-09-26","OC-2026-0284","F-D006-202609-4191","L202609-674-0284","D002","P019",59,20,1180,"500.00","8.00","40.00","460.00","542800.00","CENTRO","Recibido","15 días crédito",NULL
785,"2026-11-09","OC-2026-0285","F-D003-202611-5166","L202611-010-0285","D002","P019",23,60,1380,"500.00","11.00","55.00","445.00","614100.00","VALLE","Recibido","15 días crédito",NULL
786,"2026-09-25","OC-2026-0286","F-D002-202609-1593","L202609-278-0286","D008","P003",7,24,168,"1200.00","9.00","108.00","1092.00","183456.00","CENTRO","Recibido","30 días crédito",NULL
787,"2026-06-10","OC-2026-0287","F-D001-202606-6101","L202606-782-0287","D008","P013",55,60,3300,"2000.00","11.00","220.00","1780.00","5874000.00","NORTE","Recibido","30 días crédito",NULL
788,"2026-09-21","OC-2026-0288","F-D001-202609-8295","L202609-398-0288","D002","P011",18,50,900,"2100.00","7.00","147.00","1953.00","1757700.00","NORTE","Recibido","15 días crédito","Descuento por volumen"
789,"2026-02-25","OC-2026-0289","F-D007-202602-6696","L202602-688-0289","D007","P006",35,30,1050,"3200.00","8.00","256.00","2944.00","3091200.00","SUR","Recibido","15 días crédito",NULL
790,"2026-07-17","OC-2026-0290","F-D003-202607-7616","L202607-215-0290","D001","P005",35,60,2100,"1100.00","12.00","132.00","968.00","2032800.00","VALLE","Recibido","30 días crédito",NULL
791,"2026-03-26","OC-2026-0291","F-D008-202603-9439","L202603-590-0291","D006","P018",12,50,600,"800.00","12.00","96.00","704.00","422400.00","CENTRO","Recibido","60 días crédito","Entrega coordinada fuera de horario regular"
792,"2026-05-17","OC-2026-0292","F-D006-202605-4092","L202605-412-0292","D007","P017",51,50,2550,"1800.00","10.00","180.00","1620.00","4131000.00","CENTRO","Recibido","15 días crédito",NULL
793,"2026-05-02","OC-2026-0293","F-D002-202605-7858","L202605-361-0293","D003","P001",36,10,360,"2500.00","4.00","100.00","2400.00","864000.00","NORTE","Recibido","Contado contra entrega",NULL
794,"2026-03-08","OC-2026-0294","F-D002-202603-7857","L202603-009-0294","D005","P016",38,50,1900,"4000.00","11.00","440.00","3560.00","6764000.00","CENTRO","Recibido","30 días crédito",NULL
795,"2026-12-22","OC-2026-0295","F-D001-202612-9089","L202612-181-0295","D003","P009",25,20,500,"900.00","8.00","72.00","828.00","414000.00","VALLE","Recibido","Contado contra entrega",NULL
796,"2026-12-20","OC-2026-0296","F-D003-202612-3739","L202612-012-0296","D006","P008",42,30,1260,"650.00","12.00","78.00","572.00","720720.00","NORTE","Recibido","60 días crédito",NULL
797,"2026-04-03","OC-2026-0297","F-D002-202604-2513","L202604-139-0297","D001","P003",50,20,1000,"1200.00","10.00","120.00","1080.00","1080000.00","CENTRO","Recibido","30 días crédito",NULL
798,"2026-09-26","OC-2026-0298","F-D008-202609-1869","L202609-262-0298","D006","P002",57,24,1368,"1800.00","17.00","306.00","1494.00","2043792.00","CENTRO","Recibido","60 días crédito",NULL
799,"2026-02-03","OC-2026-0299","F-D002-202602-2731","L202602-552-0299","D001","P001",34,20,680,"2500.00","10.00","250.00","2250.00","1530000.00","SUR","Recibido","30 días crédito",NULL
800,"2026-02-18","OC-2026-0300","F-D008-202602-6930","L202602-010-0300","D001","P019",34,10,340,"500.00","9.00","45.00","455.00","154700.00","NORTE","Recibido","30 días crédito",NULL
801,"2026-07-11","OC-2026-0301","F-D005-202607-5014","L202607-102-0301","D001","P006",52,30,1560,"3200.00","10.00","320.00","2880.00","4492800.00","CENTRO","Recibido","30 días crédito",NULL
802,"2026-03-21","OC-2026-0302","F-D001-202603-9434","L202603-008-0302","D006","P005",52,20,1040,"1100.00","15.00","165.00","935.00","972400.00","VALLE","Recibido","60 días crédito",NULL
803,"2026-03-03","OC-2026-0303","F-D004-202603-3487","L202603-233-0303","D002","P017",8,10,80,"1800.00","11.00","198.00","1602.00","128160.00","CENTRO","Recibido","15 días crédito",NULL
804,"2026-03-09","OC-2026-0304","F-D006-202603-0361","L202603-335-0304","D007","P011",54,50,2700,"2100.00","9.00","189.00","1911.00","5159700.00","SUR","Recibido","15 días crédito",NULL
805,"2026-11-14","OC-2026-0305","F-D005-202611-9503","L202611-234-0305","D004","P005",1,60,60,"1100.00","11.00","121.00","979.00","58740.00","NORTE","Recibido","45 días crédito",NULL
806,"2026-09-09","OC-2026-0306","F-D001-202609-6675","L202609-659-0306","D008","P009",48,60,2880,"900.00","13.00","117.00","783.00","2255040.00","NORTE","Pendiente","30 días crédito",NULL
807,"2026-02-10","OC-2026-0307","F-D006-202602-3488","L202602-421-0307","D005","P007",43,60,2580,"2800.00","11.00","308.00","2492.00","6429360.00","VALLE","Recibido","30 días crédito",NULL
808,"2026-03-28","OC-2026-0308","F-D008-202603-7632","L202603-073-0308","D005","P002",20,50,1000,"1800.00","9.00","162.00","1638.00","1638000.00","CENTRO","Recibido","30 días crédito",NULL
809,"2026-03-20","OC-2026-0309","F-D001-202603-9709","L202603-468-0309","D006","P011",3,10,30,"2100.00","16.00","336.00","1764.00","52920.00","SUR","Recibido","60 días crédito","Compra controlada: producto de alta rotación"
810,"2026-12-17","OC-2026-0310","F-D002-202612-2709","L202612-159-0310","D002","P002",5,24,120,"1800.00","10.00","180.00","1620.00","194400.00","CENTRO","Recibido","15 días crédito",NULL
811,"2026-05-20","OC-2026-0311","F-D006-202605-3779","L202605-246-0311","D007","P002",49,30,1470,"1800.00","5.00","90.00","1710.00","2513700.00","NORTE","Recibido","15 días crédito",NULL
812,"2026-02-23","OC-2026-0312","F-D008-202602-5949","L202602-816-0312","D004","P018",14,10,140,"800.00","14.00","112.00","688.00","96320.00","SUR","Recibido","45 días crédito",NULL
813,"2026-11-08","OC-2026-0313","F-D006-202611-0374","L202611-227-0313","D005","P009",20,24,480,"900.00","7.00","63.00","837.00","401760.00","VALLE","Recibido","30 días crédito",NULL
814,"2026-09-04","OC-2026-0314","F-D002-202609-2439","L202609-739-0314","D005","P008",14,50,700,"650.00","11.00","71.50","578.50","404950.00","CENTRO","Recibido","30 días crédito",NULL
815,"2026-01-22","OC-2026-0315","F-D001-202601-2812","L202601-711-0315","D001","P018",48,60,2880,"800.00","13.00","104.00","696.00","2004480.00","NORTE","Recibido","30 días crédito",NULL
816,"2026-05-15","OC-2026-0316","F-D005-202605-6490","L202605-573-0316","D006","P005",56,60,3360,"1100.00","15.00","165.00","935.00","3141600.00","SUR","Recibido","60 días crédito",NULL
817,"2026-06-18","OC-2026-0317","F-D002-202606-0136","L202606-797-0317","D005","P008",59,24,1416,"650.00","12.00","78.00","572.00","809952.00","VALLE","Recibido","30 días crédito","Entrega coordinada fuera de horario regular"
818,"2026-12-19","OC-2026-0318","F-D006-202612-8909","L202612-602-0318","D005","P015",41,24,984,"1500.00","11.00","165.00","1335.00","1313640.00","SUR","Recibido","30 días crédito",NULL
819,"2026-07-22","OC-2026-0319","F-D007-202607-9295","L202607-314-0319","D004","P019",9,30,270,"500.00","11.00","55.00","445.00","120150.00","VALLE","Recibido","45 días crédito",NULL
820,"2026-04-20","OC-2026-0320","F-D003-202604-9318","L202604-022-0320","D003","P013",20,24,480,"2000.00","8.00","160.00","1840.00","883200.00","CENTRO","Recibido","Contado contra entrega",NULL
821,"2026-08-28","OC-2026-0321","F-D008-202608-8739","L202608-666-0321","D007","P017",30,50,1500,"1800.00","5.00","90.00","1710.00","2565000.00","VALLE","Recibido","15 días crédito",NULL
822,"2026-10-15","OC-2026-0322","F-D008-202610-4504","L202610-113-0322","D001","P001",19,20,380,"2500.00","12.00","300.00","2200.00","836000.00","SUR","Recibido","30 días crédito",NULL
823,"2026-05-06","OC-2026-0323","F-D004-202605-0690","L202605-789-0323","D008","P010",36,30,1080,"2100.00","13.00","273.00","1827.00","1973160.00","SUR","Recibido","30 días crédito",NULL
824,"2026-12-06","OC-2026-0324","F-D003-202612-8023","L202612-379-0324","D008","P016",43,20,860,"4000.00","11.00","440.00","3560.00","3061600.00","VALLE","Recibido","30 días crédito",NULL
825,"2026-05-08","OC-2026-0325","F-D004-202605-0851","L202605-806-0325","D001","P012",59,10,590,"2200.00","10.00","220.00","1980.00","1168200.00","VALLE","Recibido","30 días crédito",NULL
826,"2026-02-11","OC-2026-0326","F-D003-202602-1369","L202602-401-0326","D004","P019",30,30,900,"500.00","14.00","70.00","430.00","387000.00","CENTRO","Recibido","45 días crédito",NULL
827,"2026-03-04","OC-2026-0327","F-D007-202603-7239","L202603-279-0327","D001","P015",29,30,870,"1500.00","10.00","150.00","1350.00","1174500.00","SUR","Recibido","30 días crédito",NULL
828,"2026-06-04","OC-2026-0328","F-D007-202606-3626","L202606-206-0328","D008","P017",36,50,1800,"1800.00","10.00","180.00","1620.00","2916000.00","VALLE","Recibido","30 días crédito",NULL
829,"2026-03-11","OC-2026-0329","F-D001-202603-1964","L202603-025-0329","D005","P002",6,24,144,"1800.00","10.00","180.00","1620.00","233280.00","CENTRO","Recibido","30 días crédito",NULL
830,"2026-09-09","OC-2026-0330","F-D001-202609-4594","L202609-736-0330","D002","P012",35,20,700,"2200.00","9.00","198.00","2002.00","1401400.00","VALLE","Recibido","15 días crédito",NULL
831,"2026-09-20","OC-2026-0331","F-D008-202609-8789","L202609-948-0331","D002","P012",48,24,1152,"2200.00","10.00","220.00","1980.00","2280960.00","SUR","Recibido","15 días crédito",NULL
832,"2026-03-13","OC-2026-0332","F-D007-202603-0947","L202603-305-0332","D008","P010",43,50,2150,"2100.00","10.00","210.00","1890.00","4063500.00","SUR","Recibido","30 días crédito",NULL
833,"2026-07-04","OC-2026-0333","F-D004-202607-8231","L202607-969-0333","D004","P014",52,20,1040,"2300.00","13.00","299.00","2001.00","2081040.00","CENTRO","Recibido","45 días crédito",NULL
834,"2026-10-24","OC-2026-0334","F-D004-202610-0917","L202610-644-0334","D006","P002",34,20,680,"1800.00","15.00","270.00","1530.00","1040400.00","CENTRO","Recibido","60 días crédito",NULL
835,"2026-11-03","OC-2026-0335","F-D007-202611-6012","L202611-178-0335","D008","P016",2,50,100,"4000.00","13.00","520.00","3480.00","348000.00","CENTRO","Recibido","30 días crédito",NULL
836,"2026-04-28","OC-2026-0336","F-D007-202604-1094","L202604-061-0336","D006","P008",60,24,1440,"650.00","16.00","104.00","546.00","786240.00","CENTRO","Recibido","60 días crédito",NULL
837,"2026-06-28","OC-2026-0337","F-D008-202606-6856","L202606-355-0337","D005","P005",31,10,310,"1100.00","9.00","99.00","1001.00","310310.00","VALLE","Recibido","30 días crédito",NULL
838,"2026-07-12","OC-2026-0338","F-D006-202607-1917","L202607-781-0338","D005","P003",59,24,1416,"1200.00","9.00","108.00","1092.00","1546272.00","SUR","Recibido","30 días crédito",NULL
839,"2026-01-14","OC-2026-0339","F-D006-202601-7866","L202601-507-0339","D002","P020",45,10,450,"650.00","7.00","45.50","604.50","272025.00","VALLE","Recibido","15 días crédito",NULL
840,"2026-11-04","OC-2026-0340","F-D001-202611-7241","L202611-913-0340","D008","P007",9,10,90,"2800.00","9.00","252.00","2548.00","229320.00","SUR","Recibido","30 días crédito",NULL
841,"2026-03-06","OC-2026-0341","F-D001-202603-5225","L202603-024-0341","D001","P002",34,50,1700,"1800.00","13.00","234.00","1566.00","2662200.00","SUR","Recibido","30 días crédito",NULL
842,"2026-10-14","OC-2026-0342","F-D004-202610-8549","L202610-686-0342","D006","P017",23,60,1380,"1800.00","16.00","288.00","1512.00","2086560.00","CENTRO","Recibido","60 días crédito",NULL
843,"2026-07-22","OC-2026-0343","F-D003-202607-9142","L202607-400-0343","D007","P019",28,10,280,"500.00","8.00","40.00","460.00","128800.00","VALLE","Recibido","15 días crédito",NULL
844,"2026-08-16","OC-2026-0344","F-D004-202608-7119","L202608-810-0344","D002","P011",35,30,1050,"2100.00","10.00","210.00","1890.00","1984500.00","VALLE","Recibido","15 días crédito",NULL
845,"2026-05-14","OC-2026-0345","F-D006-202605-6203","L202605-839-0345","D004","P007",52,50,2600,"2800.00","14.00","392.00","2408.00","6260800.00","NORTE","Recibido","45 días crédito",NULL
846,"2026-09-10","OC-2026-0346","F-D001-202609-5669","L202609-741-0346","D003","P002",19,10,190,"1800.00","8.00","144.00","1656.00","314640.00","NORTE","Recibido","Contado contra entrega",NULL
847,"2026-03-14","OC-2026-0347","F-D007-202603-1002","L202603-471-0347","D005","P012",39,10,390,"2200.00","11.00","242.00","1958.00","763620.00","SUR","Recibido","30 días crédito",NULL
848,"2026-10-12","OC-2026-0348","F-D001-202610-9976","L202610-965-0348","D008","P005",51,30,1530,"1100.00","10.00","110.00","990.00","1514700.00","VALLE","Recibido","30 días crédito",NULL
849,"2026-05-26","OC-2026-0349","F-D006-202605-1089","L202605-709-0349","D006","P007",42,50,2100,"2800.00","12.00","336.00","2464.00","5174400.00","NORTE","Recibido","60 días crédito",NULL
850,"2026-07-28","OC-2026-0350","F-D003-202607-1713","L202607-242-0350","D003","P016",33,10,330,"4000.00","8.00","320.00","3680.00","1214400.00","CENTRO","Recibido","Contado contra entrega",NULL
851,"2026-01-07","OC-2026-0351","F-D002-202601-6475","L202601-464-0351","D007","P015",59,50,2950,"1500.00","8.00","120.00","1380.00","4071000.00","VALLE","Recibido","15 días crédito",NULL
852,"2026-01-09","OC-2026-0352","F-D005-202601-9363","L202601-454-0352","D004","P010",32,50,1600,"2100.00","11.00","231.00","1869.00","2990400.00","CENTRO","Recibido","45 días crédito",NULL
853,"2026-02-01","OC-2026-0353","F-D005-202602-6469","L202602-968-0353","D006","P002",43,24,1032,"1800.00","13.00","234.00","1566.00","1616112.00","VALLE","Recibido","60 días crédito",NULL
854,"2026-10-25","OC-2026-0354","F-D007-202610-8355","L202610-075-0354","D004","P016",3,60,180,"4000.00","13.00","520.00","3480.00","626400.00","CENTRO","Recibido","45 días crédito",NULL
855,"2026-02-12","OC-2026-0355","F-D006-202602-1976","L202602-667-0355","D006","P020",7,24,168,"650.00","16.00","104.00","546.00","91728.00","CENTRO","Recibido","60 días crédito",NULL
856,"2026-10-13","OC-2026-0356","F-D004-202610-5020","L202610-388-0356","D007","P008",7,60,420,"650.00","7.00","45.50","604.50","253890.00","VALLE","Recibido","15 días crédito",NULL
857,"2026-09-09","OC-2026-0357","F-D003-202609-9939","L202609-607-0357","D008","P018",40,24,960,"800.00","13.00","104.00","696.00","668160.00","SUR","Recibido","30 días crédito",NULL
858,"2026-08-21","OC-2026-0358","F-D001-202608-8583","L202608-146-0358","D004","P016",43,10,430,"4000.00","14.00","560.00","3440.00","1479200.00","SUR","Recibido","45 días crédito",NULL
859,"2026-06-04","OC-2026-0359","F-D008-202606-7497","L202606-022-0359","D005","P020",30,24,720,"650.00","11.00","71.50","578.50","416520.00","VALLE","Recibido","30 días crédito",NULL
860,"2026-11-04","OC-2026-0360","F-D001-202611-4304","L202611-389-0360","D001","P020",58,24,1392,"650.00","10.00","65.00","585.00","814320.00","VALLE","Recibido","30 días crédito",NULL
861,"2026-01-03","OC-2026-0361","F-D004-202601-0757","L202601-993-0361","D004","P007",58,60,3480,"2800.00","15.00","420.00","2380.00","8282400.00","SUR","Recibido","45 días crédito",NULL
862,"2026-02-28","OC-2026-0362","F-D004-202602-6995","L202602-114-0362","D001","P001",48,60,2880,"2500.00","12.00","300.00","2200.00","6336000.00","SUR","Recibido","30 días crédito","Compra controlada: producto de alta rotación"
863,"2026-11-03","OC-2026-0363","F-D007-202611-3507","L202611-295-0363","D002","P011",15,24,360,"2100.00","9.00","189.00","1911.00","687960.00","CENTRO","Recibido","15 días crédito",NULL
864,"2026-03-07","OC-2026-0364","F-D004-202603-0033","L202603-018-0364","D001","P006",56,30,1680,"3200.00","9.00","288.00","2912.00","4892160.00","SUR","Recibido","30 días crédito",NULL
865,"2026-08-13","OC-2026-0365","F-D008-202608-3707","L202608-884-0365","D007","P014",24,20,480,"2300.00","7.00","161.00","2139.00","1026720.00","NORTE","Recibido","15 días crédito",NULL
866,"2026-07-15","OC-2026-0366","F-D005-202607-0559","L202607-185-0366","D001","P003",49,50,2450,"1200.00","12.00","144.00","1056.00","2587200.00","CENTRO","Recibido","30 días crédito",NULL
867,"2026-03-17","OC-2026-0367","F-D005-202603-5633","L202603-654-0367","D007","P012",15,30,450,"2200.00","6.00","132.00","2068.00","930600.00","NORTE","Recibido","15 días crédito",NULL
868,"2026-08-23","OC-2026-0368","F-D004-202608-2354","L202608-771-0368","D008","P006",33,30,990,"3200.00","12.00","384.00","2816.00","2787840.00","SUR","Recibido","30 días crédito",NULL
869,"2026-10-02","OC-2026-0369","F-D003-202610-0087","L202610-269-0369","D005","P007",53,60,3180,"2800.00","8.00","224.00","2576.00","8191680.00","VALLE","Recibido","30 días crédito",NULL
870,"2026-09-21","OC-2026-0370","F-D002-202609-4735","L202609-295-0370","D001","P016",12,60,720,"4000.00","12.00","480.00","3520.00","2534400.00","SUR","Recibido","30 días crédito",NULL
871,"2026-01-12","OC-2026-0371","F-D006-202601-4971","L202601-334-0371","D007","P017",18,20,360,"1800.00","7.00","126.00","1674.00","602640.00","VALLE","Recibido","15 días crédito",NULL
872,"2026-07-13","OC-2026-0372","F-D001-202607-3298","L202607-882-0372","D003","P019",48,20,960,"500.00","9.00","45.00","455.00","436800.00","SUR","Recibido","Contado contra entrega",NULL
873,"2026-12-27","OC-2026-0373","F-D004-202612-1971","L202612-060-0373","D007","P007",26,60,1560,"2800.00","6.00","168.00","2632.00","4105920.00","SUR","Recibido","15 días crédito","Entrega coordinada fuera de horario regular"
874,"2026-02-28","OC-2026-0374","F-D008-202602-4479","L202602-458-0374","D007","P019",44,50,2200,"500.00","10.00","50.00","450.00","990000.00","VALLE","Recibido","15 días crédito",NULL
875,"2026-08-21","OC-2026-0375","F-D002-202608-8810","L202608-418-0375","D002","P011",17,24,408,"2100.00","11.00","231.00","1869.00","762552.00","NORTE","Recibido","15 días crédito",NULL
876,"2026-07-22","OC-2026-0376","F-D004-202607-5694","L202607-427-0376","D004","P003",59,50,2950,"1200.00","11.00","132.00","1068.00","3150600.00","CENTRO","Pendiente","45 días crédito",NULL
877,"2026-02-25","OC-2026-0377","F-D007-202602-8775","L202602-378-0377","D003","P009",8,24,192,"900.00","5.00","45.00","855.00","164160.00","NORTE","Recibido","Contado contra entrega",NULL
878,"2026-10-09","OC-2026-0378","F-D002-202610-3874","L202610-879-0378","D001","P012",57,20,1140,"2200.00","11.00","242.00","1958.00","2232120.00","VALLE","Recibido","30 días crédito",NULL
879,"2026-10-17","OC-2026-0379","F-D004-202610-6045","L202610-309-0379","D007","P019",37,20,740,"500.00","6.00","30.00","470.00","347800.00","SUR","Recibido","15 días crédito",NULL
880,"2026-11-10","OC-2026-0380","F-D007-202611-6259","L202611-300-0380","D006","P013",14,20,280,"2000.00","17.00","340.00","1660.00","464800.00","NORTE","Recibido","60 días crédito",NULL
881,"2026-01-10","OC-2026-0381","F-D003-202601-6804","L202601-380-0381","D008","P016",41,60,2460,"4000.00","10.00","400.00","3600.00","8856000.00","NORTE","Recibido","30 días crédito",NULL
882,"2026-06-27","OC-2026-0382","F-D004-202606-6721","L202606-456-0382","D008","P006",36,10,360,"3200.00","9.00","288.00","2912.00","1048320.00","VALLE","Recibido","30 días crédito",NULL
883,"2026-10-23","OC-2026-0383","F-D002-202610-6057","L202610-599-0383","D002","P010",34,20,680,"2100.00","9.00","189.00","1911.00","1299480.00","NORTE","Recibido","15 días crédito",NULL
884,"2026-09-05","OC-2026-0384","F-D005-202609-7098","L202609-694-0384","D006","P006",48,24,1152,"3200.00","13.00","416.00","2784.00","3207168.00","CENTRO","Recibido","60 días crédito",NULL
885,"2026-06-18","OC-2026-0385","F-D007-202606-6596","L202606-666-0385","D001","P002",38,30,1140,"1800.00","10.00","180.00","1620.00","1846800.00","SUR","Recibido","30 días crédito",NULL
886,"2026-07-19","OC-2026-0386","F-D007-202607-9156","L202607-457-0386","D002","P002",22,60,1320,"1800.00","9.00","162.00","1638.00","2162160.00","CENTRO","Pendiente","15 días crédito",NULL
887,"2026-12-15","OC-2026-0387","F-D006-202612-0617","L202612-752-0387","D001","P019",7,24,168,"500.00","10.00","50.00","450.00","75600.00","NORTE","Recibido","30 días crédito",NULL
888,"2026-02-04","OC-2026-0388","F-D005-202602-5298","L202602-563-0388","D001","P001",53,50,2650,"2500.00","9.00","225.00","2275.00","6028750.00","NORTE","Recibido","30 días crédito",NULL
889,"2026-09-22","OC-2026-0389","F-D002-202609-5974","L202609-193-0389","D007","P001",10,20,200,"2500.00","6.00","150.00","2350.00","470000.00","VALLE","Recibido","15 días crédito",NULL
890,"2026-12-02","OC-2026-0390","F-D007-202612-6026","L202612-086-0390","D003","P004",46,10,460,"850.00","5.00","42.50","807.50","371450.00","CENTRO","Recibido","Contado contra entrega",NULL
891,"2026-10-28","OC-2026-0391","F-D001-202610-6312","L202610-419-0391","D001","P017",15,20,300,"1800.00","11.00","198.00","1602.00","480600.00","SUR","Recibido","30 días crédito",NULL
892,"2026-01-01","OC-2026-0392","F-D002-202601-3221","L202601-501-0392","D002","P005",26,50,1300,"1100.00","9.00","99.00","1001.00","1301300.00","VALLE","Recibido","15 días crédito","Descuento por volumen"
893,"2026-11-20","OC-2026-0393","F-D003-202611-1496","L202611-030-0393","D004","P018",26,20,520,"800.00","11.00","88.00","712.00","370240.00","CENTRO","Recibido","45 días crédito",NULL
894,"2026-05-14","OC-2026-0394","F-D005-202605-6020","L202605-529-0394","D005","P008",13,24,312,"650.00","11.00","71.50","578.50","180492.00","CENTRO","Recibido","30 días crédito",NULL
895,"2026-11-01","OC-2026-0395","F-D002-202611-9571","L202611-048-0395","D007","P001",48,20,960,"2500.00","6.00","150.00","2350.00","2256000.00","CENTRO","Recibido","15 días crédito",NULL
896,"2026-06-07","OC-2026-0396","F-D007-202606-0451","L202606-586-0396","D002","P016",43,30,1290,"4000.00","6.00","240.00","3760.00","4850400.00","CENTRO","Recibido","15 días crédito",NULL
897,"2026-05-24","OC-2026-0397","F-D008-202605-9261","L202605-717-0397","D003","P011",60,30,1800,"2100.00","9.00","189.00","1911.00","3439800.00","VALLE","Recibido","Contado contra entrega","Entrega coordinada fuera de horario regular"
898,"2026-04-18","OC-2026-0398","F-D006-202604-7380","L202604-872-0398","D005","P006",10,30,300,"3200.00","11.00","352.00","2848.00","854400.00","VALLE","Recibido","30 días crédito",NULL
899,"2026-12-05","OC-2026-0399","F-D001-202612-7612","L202612-128-0399","D006","P016",12,10,120,"4000.00","13.00","520.00","3480.00","417600.00","CENTRO","Recibido","60 días crédito",NULL
900,"2026-06-08","OC-2026-0400","F-D001-202606-8424","L202606-360-0400","D007","P004",14,30,420,"850.00","7.00","59.50","790.50","332010.00","SUR","Recibido","15 días crédito",NULL
901,"2026-09-07","OC-2026-0401","F-D004-202609-7324","L202609-983-0401","D006","P004",11,60,660,"850.00","13.00","110.50","739.50","488070.00","CENTRO","Recibido","60 días crédito","Descuento por volumen"
902,"2026-08-02","OC-2026-0402","F-D007-202608-1568","L202608-057-0402","D007","P019",19,24,456,"500.00","7.00","35.00","465.00","212040.00","SUR","Recibido","15 días crédito",NULL
903,"2026-07-26","OC-2026-0403","F-D008-202607-8085","L202607-277-0403","D004","P012",18,10,180,"2200.00","14.00","308.00","1892.00","340560.00","VALLE","Recibido","45 días crédito","Compra controlada: producto de alta rotación"
904,"2026-01-23","OC-2026-0404","F-D005-202601-6178","L202601-288-0404","D005","P002",6,60,360,"1800.00","11.00","198.00","1602.00","576720.00","VALLE","Recibido","30 días crédito",NULL
905,"2026-01-28","OC-2026-0405","F-D006-202601-5016","L202601-854-0405","D006","P003",23,30,690,"1200.00","14.00","168.00","1032.00","712080.00","CENTRO","Recibido","60 días crédito","Entrega coordinada fuera de horario regular"
